player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Christian Braswell,56207,CB,JAX,10,1,12.4,52.2,100.0,10.3,5.3,0,0,2,8.7,15,66.5,67.2,81.6,,65.8,70.7,0,31,7.1,1,1,0,62.2,12,131,131,3,12,23,0,92,22,0.7,7.7
Quentin Lake,56245,S,LA,10,4,7.6,68.2,93.5,11.7,8.0,2,1,7,15.9,26,72.9,75.1,84.6,63.1,74.5,72.9,1,39,5.3,2,7,5,95.5,30,374,400,8,32,44,2,326,103,0.9,10.9
Darnay Holmes,56247,CB,LV,12,2,10.7,62.5,95.3,6.7,4.2,2,0,1,3.1,23,46.2,46.7,80.9,58.4,51.4,68.5,0,66,11.1,2,1,3,111.7,20,143,150,5,14,32,2,282,150,2.1,14.1
Jaylon Johnson,56259,CB,CHI,7,0,11.6,68.4,99.4,11.9,8.2,1,0,3,15.8,6,58.2,58.7,83.3,60.0,58.7,59.4,1,47,0.0,0,2,1,86.1,13,161,162,0,11,19,0,223,112,1.4,17.2
Keith Taylor Jr.,56289,CB,JAX,1,0,12.2,66.7,100.0,8.3,5.5,0,0,0,0.0,15,60.9,60.9,77.2,,59.0,81.0,0,26,0.0,0,0,0,96.5,4,36,36,1,4,6,0,56,15,1.7,14.0
Elijah Molden,56290,S,LAC,12,6,10.1,62.5,100.0,31.9,19.9,1,0,0,0.0,27,52.6,55.5,85.7,,62.8,51.9,1,43,14.3,5,0,3,104.4,10,340,340,4,24,16,3,141,79,0.4,14.1
Devon Key,56307,S,DEN,8,0,19.5,50.0,100.0,60.0,30.0,0,0,0,0.0,10,76.6,80.1,75.8,,63.1,78.8,0,6,0.0,0,0,0,56.3,1,63,63,1,2,2,0,6,0,0.1,6.0
Chris Rumph II,56345,ED,NO,17,2,2.8,100.0,39.7,11.6,11.6,0,0,0,0.0,20,51.6,62.9,85.6,57.5,67.8,62.3,0,21,12.5,1,0,0,118.8,5,60,151,2,5,5,0,64,50,1.1,12.8
Victor Dimukeje,56347,ED,NYG,2,0,8.0,0.0,20.0,,1.0,0,0,1,100.0,21,60.0,65.6,74.0,54.7,48.8,70.5,0,,,0,1,0,39.6,0,1,5,0,0,1,0,0,0,0.0,
A.J. Epenesa,56369,ED,BUF,16,2,6.0,50.0,9.3,22.0,11.0,0,0,0,0.0,4,74.1,58.8,48.6,63.5,48.6,48.2,2,8,20.0,1,0,3,20.8,1,23,246,3,2,2,0,8,1,0.4,8.0
Chase Young,56436,ED,NO,12,0,5.3,100.0,10.4,8.0,8.0,1,0,0,0.0,20,49.6,78.0,46.0,86.3,63.6,44.7,0,36,50.0,4,0,3,118.8,4,33,318,15,4,4,0,61,40,1.9,15.3
Yetur Gross-Matos,56444,ED,SF,8,0,,,2.4,,,0,0,0,,28,57.9,60.8,47.0,75.7,34.8,35.7,0,,33.3,1,0,1,0.0,0,3,124,1,2,0,0,0,0,0.0,
Patrick Johnson,56460,ED,PHI,7,0,2.0,100.0,18.3,5.0,5.0,0,0,0,0.0,24,29.3,39.4,80.8,56.2,44.0,29.0,0,18,33.3,1,0,1,158.3,2,11,60,2,2,2,1,36,32,3.6,18.0
Cam Sample,56462,ED,CIN,14,1,2.0,66.7,4.5,3.0,2.0,0,0,0,0.0,7,53.8,54.0,84.8,53.9,56.3,61.0,0,14,14.3,1,0,0,127.8,2,6,133,5,5,3,1,22,21,3.7,11.0
LaBryan Ray,56501,DI,CAR,13,0,,,1.5,,,0,0,0,,5,59.5,45.7,14.0,45.6,56.7,60.6,0,,50.0,1,0,2,0.0,0,1,68,0,1,0,0,0,0,0.0,
Milton Williams,56682,DI,NE,12,1,6.0,100.0,2.0,6.0,6.0,0,0,0,0.0,19,61.1,64.9,85.8,71.4,48.4,54.0,0,17,14.3,1,0,0,118.8,1,6,299,7,5,1,0,17,11,2.8,17.0
DJ Johnson,56704,ED,CAR,3,0,,,10.5,,,0,0,0,,5,61.2,54.8,77.8,54.6,55.0,72.8,0,,,0,0,0,0.0,0,2,19,0,0,0,0,0,0,0.0,
Kwity Paye,56713,ED,IND,17,2,2.5,100.0,10.1,10.8,10.8,0,0,0,0.0,14,38.8,59.4,89.3,56.8,65.8,47.0,0,20,40.0,4,0,0,118.8,4,46,454,6,4,4,0,67,57,1.6,16.8
Javon Kinlaw,56834,DI,WAS,17,1,,,0.7,,,3,0,0,,32,59.5,46.7,16.3,59.4,47.6,28.9,0,,55.6,5,0,8,0.0,0,3,408,3,3,0,0,0,0,0.0,
Arnold Ebiketie,56862,ED,ATL,17,0,-2.0,100.0,10.7,11.0,11.0,0,0,0,0.0,2,64.5,74.9,85.5,73.4,65.2,57.5,0,0,30.0,3,0,0,79.2,2,22,205,7,7,2,0,0,4,0.0,0.0
Micheal Clemons,56872,ED,NYJ,16,0,7.0,100.0,1.2,4.0,4.0,0,0,0,0.0,22,61.7,59.9,67.6,59.8,58.5,28.7,0,8,75.0,3,0,2,100.0,1,4,327,1,1,1,0,8,1,2.0,8.0
Jaelan Phillips,56902,ED,PHI,17,3,2.3,90.9,15.6,7.2,6.5,0,0,1,9.1,24,69.1,74.1,71.0,77.3,59.4,40.8,0,16,40.0,6,1,2,100.4,10,76,488,8,6,11,0,89,68,1.2,8.9
Dayo Odeyingbo,56923,ED,CHI,8,1,7.5,100.0,5.0,5.0,5.0,0,0,0,0.0,6,51.7,53.5,72.2,57.0,53.2,69.1,0,21,33.3,1,0,2,118.8,2,11,218,2,1,2,0,27,12,2.7,13.5
DeAngelo Malone,56941,ED,ATL,5,0,,,26.7,,,0,0,0,,2,77.4,55.7,74.9,49.7,49.6,69.9,1,,,0,0,0,0.0,0,4,15,0,0,0,0,0,0,0.0,
James Lynch,56962,DI,TEN,17,0,,,1.1,,,1,0,0,,31,55.0,53.0,46.7,54.6,59.0,54.1,0,,0.0,0,0,2,0.0,0,2,181,0,2,0,0,0,0,0.0,
Cory Durden,56976,DI,NE,17,2,,,0.5,,,0,0,0,,19,68.7,72.8,68.7,81.4,57.5,57.6,0,,33.3,2,0,1,0.0,0,1,196,2,2,0,0,0,0,0.0,
Marlon Tuipulotu,57035,DI,KC,3,1,,,10.0,,,0,0,0,,16,61.7,38.6,74.8,55.9,30.1,66.8,0,,0.0,0,0,0,0.0,0,1,10,0,0,0,0,0,0,0.0,
Jack Gibbens,57662,LB,NE,17,7,4.1,82.9,88.3,7.3,6.1,1,1,3,8.6,19,63.9,64.3,46.4,66.3,62.5,71.5,0,24,3.2,1,3,2,102.1,29,226,256,10,23,35,1,218,146,1.0,7.5
D'Marco Jackson,57691,LB,CHI,10,4,2.8,63.6,85.9,17.3,11.0,0,0,1,9.1,6,90.7,83.8,82.6,52.8,60.3,69.3,1,7,0.0,0,1,0,29.7,7,128,149,5,13,11,0,23,12,0.2,3.3
K.J. Britt,57727,LB,MIA,8,3,3.1,87.5,93.2,10.7,9.4,0,0,0,0.0,17,44.6,58.7,78.3,48.5,79.2,74.8,0,9,12.5,1,0,0,132.8,7,82,88,1,4,8,1,51,30,0.7,7.3
Jalen Pitre,57737,S,HST,14,6,6.4,75.0,91.8,9.3,7.0,0,0,8,13.3,13,86.9,85.6,84.0,66.8,72.8,60.2,4,33,13.7,7,6,2,68.1,45,447,487,12,38,60,0,450,232,1.1,10.0
Terrel Bernard,57739,LB,BUF,12,2,7.7,73.2,86.4,9.9,7.2,0,0,2,4.9,4,46.7,48.8,56.1,52.4,57.1,34.3,1,29,25.0,8,2,1,99.4,30,310,359,9,22,41,1,378,158,1.3,12.6
Isaiah McDuffie,57754,LB,GB,17,3,3.3,78.6,90.0,9.0,7.1,0,0,0,0.0,12,63.0,69.4,85.2,71.4,69.1,75.8,1,26,11.1,4,0,1,89.3,22,208,231,10,29,28,1,172,100,0.9,7.8
Baylon Spector,57782,LB,BUF,1,0,,,100.0,,,0,0,0,,4,60.0,75.1,67.6,,65.7,73.2,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Nate Landman,57788,LB,LA,17,10,4.1,80.6,88.5,10.3,8.3,0,0,5,8.1,26,64.4,71.3,86.6,62.3,75.5,64.4,1,35,11.5,6,3,0,111.1,50,544,615,14,36,62,3,521,336,1.0,10.4
Ventrell Miller,57809,LB,JAX,12,3,5.4,35.7,79.7,19.8,7.1,0,0,1,7.1,15,58.4,72.6,20.3,73.7,82.8,67.1,1,9,10.0,1,1,2,14.6,5,110,138,3,6,14,0,22,25,0.2,4.4
James Houston,57810,ED,DAL,17,0,10.0,0.0,8.1,,16.0,0,0,0,0.0,9,66.5,69.1,22.8,69.5,67.4,63.2,0,,50.0,2,0,3,39.6,0,16,198,6,2,1,0,0,0,0.0,
Mykal Walker,57834,LB,NYJ,10,1,-0.7,66.7,87.1,14.8,9.8,0,0,1,16.7,22,68.7,75.6,79.0,50.9,76.1,85.6,0,17,0.0,0,1,0,78.5,4,61,70,0,0,6,0,30,31,0.5,7.5
Robert Beal Jr.,57840,ED,SF,7,0,,,3.8,,,0,0,0,,28,61.5,53.3,83.9,51.8,54.7,59.3,0,,50.0,1,0,0,0.0,0,2,52,0,1,0,0,0,0,0.0,
Del'Shawn Phillips,57868,LB,LAC,6,0,2.0,100.0,74.3,8.3,8.3,0,0,0,0.0,27,36.6,50.8,0.0,66.3,67.6,48.6,0,37,50.0,1,0,1,118.8,3,26,35,2,1,3,0,66,60,2.6,22.0
Jake Hummel,57879,LB,BLT,4,0,-3.0,100.0,75.0,11.0,11.0,0,0,0,0.0,3,59.7,69.1,73.5,52.7,74.1,41.3,0,8,100.0,1,0,0,100.0,1,12,16,0,0,1,0,8,11,0.7,8.0
Jamin Davis,57905,LB,LV,2,0,9.5,100.0,87.5,3.5,3.5,0,0,0,0.0,23,36.2,41.6,71.9,66.7,54.3,74.7,0,23,0.0,0,0,0,118.8,2,7,8,0,2,2,0,38,19,5.4,19.0
Patrick Queen,57941,LB,PIT,17,18,5.5,78.9,89.9,8.5,6.7,1,0,2,2.2,25,31.3,44.0,69.2,73.8,58.5,29.8,0,50,21.1,15,1,2,115.5,71,643,715,11,38,90,3,814,459,1.3,11.5
K'Lavon Chaisson,57945,ED,NE,16,1,6.5,50.0,4.5,18.0,9.0,2,0,1,50.0,19,82.9,60.1,26.4,62.7,48.5,28.6,0,6,40.0,4,1,6,56.3,1,19,419,10,5,2,0,6,0,0.3,6.0
Willie Gay,57987,LB,MIA,13,1,5.3,75.0,76.9,7.0,5.3,0,0,2,16.7,17,69.5,66.7,81.0,61.9,55.1,85.1,0,18,0.0,0,2,0,90.6,9,70,91,5,11,12,0,75,31,1.2,8.3
Pete Werner,58093,LB,NO,17,5,6.1,73.7,87.4,11.4,8.4,0,1,2,5.3,20,49.5,57.2,83.3,53.0,66.8,46.8,0,42,16.7,7,2,0,110.2,28,332,380,7,30,38,1,346,181,1.1,12.4
Baron Browning,58095,ED,ARZ,15,7,-0.7,93.3,36.5,7.9,7.3,1,0,0,0.0,1,42.7,51.6,16.8,64.0,58.8,27.3,1,11,30.8,8,0,5,65.0,14,114,312,6,11,15,0,94,99,0.9,6.7
Kenneth Murray Jr.,58099,LB,DAL,17,16,4.8,72.9,92.6,13.3,9.7,0,0,3,6.3,9,48.3,38.9,63.3,52.2,31.9,62.1,0,41,11.8,6,1,2,99.7,35,497,537,12,29,48,1,345,232,0.7,9.9
Derrick Barnes,58120,LB,DET,17,6,3.5,89.3,66.2,14.2,12.6,0,0,1,3.6,11,56.6,62.3,89.9,54.2,69.1,65.7,1,33,11.1,3,1,0,112.4,25,369,557,11,18,28,2,247,167,0.7,9.9
Buddy Johnson,58189,LB,IND,1,0,12.3,100.0,88.2,4.7,4.7,0,0,0,0.0,14,33.5,32.8,74.6,57.7,56.3,76.6,0,23,0.0,0,0,0,118.8,3,15,17,0,1,3,0,62,25,4.4,20.7
Devin Lloyd,58238,LB,JAX,15,11,4.4,84.3,78.6,7.9,6.7,0,0,2,3.9,15,80.2,88.6,60.9,82.2,83.2,57.4,5,32,12.2,5,2,1,68.7,43,359,457,10,25,51,1,429,263,1.3,10.0
Joe Tryon-Shoyinka,58272,ED,CHI,13,0,,,2.7,,,0,0,0,,6,63.1,72.2,84.9,67.6,66.2,78.7,0,,0.0,0,0,0,0.0,0,2,74,1,2,0,0,0,0,0.0,
Daniel Scott,60640,S,IND,2,0,3.0,100.0,100.0,13.0,13.0,0,0,0,0.0,14,63.1,64.2,72.4,,,71.6,0,3,0.0,0,0,0,79.2,1,13,13,1,1,1,0,3,0,0.2,3.0
Michael Carter II,60644,CB,PHI,12,2,4.8,66.7,94.0,10.3,6.8,0,1,0,0.0,24,48.8,57.9,82.1,63.3,77.1,59.3,0,31,11.1,1,0,1,94.4,12,141,150,1,6,18,0,159,122,1.3,13.3
James Pierre,60649,CB,PIT,10,3,9.6,42.4,100.0,15.6,6.6,0,1,10,30.3,25,88.1,85.4,85.1,,59.1,34.4,1,25,17.4,4,9,0,52.8,14,235,235,6,16,33,1,142,73,0.6,10.1
Grant Delpit,60685,S,CLV,17,12,7.0,68.9,91.5,12.1,8.3,0,0,3,4.9,8,60.0,66.3,68.4,75.4,71.8,64.9,1,44,9.3,4,3,1,98.9,42,539,589,13,27,61,2,517,296,1.0,12.3
Malcolm Rodriguez,60731,LB,DET,5,0,7.0,81.8,92.5,3.8,3.1,0,0,0,0.0,11,27.7,28.4,76.0,54.0,57.3,29.3,0,27,25.0,2,0,0,129.2,9,37,40,2,6,11,1,85,46,2.5,9.4
Darren Hall,60742,S,ARZ,7,2,8.2,83.3,97.3,13.2,11.0,0,0,0,0.0,1,46.1,51.1,77.1,56.4,69.2,52.5,0,39,30.0,3,0,0,158.3,5,73,75,0,5,6,1,79,36,1.2,15.8
Garret Wallow,60761,LB,SF,3,0,8.3,66.7,90.5,9.0,6.0,0,0,0,0.0,28,36.0,29.9,73.1,55.3,39.8,76.0,0,24,0.0,0,0,0,97.9,2,19,21,1,2,3,0,29,18,1.6,14.5
Isaiah Pola-Mao,60781,S,LV,17,3,11.3,67.5,98.0,20.7,14.0,0,2,2,5.0,23,30.1,39.6,45.8,63.5,66.5,39.7,2,43,21.1,12,2,3,115.1,27,597,609,7,42,40,5,365,114,0.7,13.5
Keion White,60998,ED,SF,14,1,,,1.0,,,0,0,0,,28,63.0,58.3,89.7,61.6,47.5,49.9,0,,25.0,1,0,0,0.0,0,3,302,2,2,0,0,0,0,0.0,
Noah Igbinoghene,61155,CB,WAS,12,3,8.2,64.5,98.3,11.1,7.2,0,0,4,12.9,32,54.4,55.6,81.5,78.0,54.1,51.8,0,42,12.0,3,4,3,96.6,20,233,237,6,19,31,0,303,178,1.4,15.2
Dominique Robinson,61436,ED,CHI,11,0,5.0,100.0,5.6,3.0,3.0,0,0,0,0.0,6,46.5,55.3,86.6,57.6,55.9,51.9,0,28,20.0,1,0,0,118.8,2,7,125,4,4,2,0,41,31,6.8,20.5
Daiyan Henley,61500,LB,LAC,16,7,4.5,81.3,89.4,8.1,6.6,0,0,4,5.3,27,48.4,54.1,66.3,68.4,58.8,77.9,2,29,8.2,4,3,2,91.9,61,529,592,15,38,75,1,574,385,1.2,9.4
Tariq Woolen,61790,CB,SEA,16,1,8.5,57.4,99.6,13.6,7.8,2,0,10,14.7,29,61.7,61.2,0.0,70.0,70.7,29.7,1,45,25.0,10,8,8,78.9,39,566,568,10,29,68,3,333,153,0.6,8.5
Christian Elliss,61853,LB,NE,15,7,3.2,87.9,82.1,8.3,7.3,0,0,3,9.1,19,57.9,61.4,47.4,71.7,61.2,52.8,0,23,14.6,6,3,1,111.9,29,257,313,5,28,33,1,278,193,1.1,9.6
Charles Snowden,62775,ED,LV,13,2,1.8,88.9,59.4,8.9,7.9,0,0,0,0.0,23,72.3,70.5,85.3,68.3,62.3,76.2,1,13,0.0,0,0,0,50.7,8,76,128,5,5,9,0,51,39,0.7,6.4
Theo Jackson,62919,S,MIN,13,3,7.1,70.0,96.5,41.0,28.7,0,0,0,0.0,18,65.7,68.4,86.7,73.5,65.3,64.6,0,31,15.0,3,0,0,97.5,7,302,313,3,14,10,0,89,51,0.3,12.7
Matthew Butler,62931,DI,MIA,12,0,,,2.8,,,0,0,0,,17,57.0,43.3,28.2,53.6,47.2,50.9,0,,100.0,1,0,2,0.0,0,3,107,0,0,0,0,0,0,0.0,
Jack Cochrane,63345,LB,KC,6,1,4.7,66.7,92.6,12.0,8.0,0,0,0,0.0,16,83.2,78.5,77.4,56.2,65.1,77.4,1,8,0.0,0,0,0,34.7,2,25,27,0,1,3,0,12,8,0.5,6.0
Akayleb Evans,65033,CB,CAR,3,0,11.0,75.0,100.0,9.0,6.8,0,0,0,0.0,5,50.0,53.8,76.8,,66.3,74.6,0,15,0.0,0,0,0,133.3,3,27,27,0,1,4,1,28,9,1.0,9.3
Samuel Womack III,65771,CB,NYJ,4,0,13.2,60.0,100.0,10.8,6.5,1,0,2,20.0,22,57.7,61.9,80.7,,75.3,82.8,0,18,0.0,0,1,1,111.7,6,67,67,2,7,10,1,63,21,1.0,10.5
Zyon McCollum,66769,CB,TB,13,3,12.1,57.1,99.2,11.7,6.7,0,1,8,11.4,30,61.9,63.9,86.5,51.4,69.9,64.8,1,54,8.5,4,6,1,94.1,40,495,499,10,40,70,5,446,112,1.0,11.2
Tristin McCollum,66771,S,LV,9,1,11.8,75.0,98.9,28.7,21.5,0,0,0,0.0,23,48.1,52.3,80.3,59.0,72.6,68.8,0,19,12.5,1,0,0,93.8,3,92,93,2,6,4,0,28,15,0.3,9.3
Kobie Turner,66894,DI,LA,17,1,8.0,0.0,1.6,,8.0,0,0,0,0.0,26,59.5,83.2,58.6,84.6,70.8,29.2,1,,55.6,5,0,3,0.0,0,8,485,10,3,1,0,0,0,0.0,
Zach Sieler,66917,DI,MIA,17,1,6.0,100.0,2.5,11.0,11.0,0,0,0,0.0,17,58.0,60.7,60.1,54.0,69.1,48.3,0,7,44.4,4,0,3,95.8,1,12,483,6,4,1,0,7,1,0.6,7.0
Dennis Gardeck,66928,LB,JAX,17,4,5.3,90.0,52.6,7.2,6.5,0,0,2,10.0,15,40.0,55.4,66.3,66.9,62.7,72.3,0,32,10.0,2,2,4,115.0,18,141,268,6,14,20,0,232,153,1.8,12.9
Jonathan Owens,66930,S,CHI,10,0,5.0,100.0,81.0,8.0,8.0,1,0,0,0.0,6,50.4,48.6,79.3,51.3,60.6,77.8,0,15,0.0,0,0,1,112.5,4,34,42,0,3,4,0,44,24,1.4,11.0
Tavierre Thomas,66931,S,MIN,3,0,3.0,100.0,100.0,5.0,5.0,0,0,0,0.0,18,64.2,75.3,87.0,,71.7,81.8,0,6,0.0,0,0,0,91.7,1,5,5,0,1,1,0,6,3,1.2,6.0
Trent McDuffie,72191,CB,KC,13,8,9.0,67.3,93.7,10.2,6.9,0,1,5,9.1,16,74.7,75.6,87.8,50.3,78.5,83.1,1,46,4.2,2,4,5,94.7,37,404,431,13,38,55,3,342,130,0.9,9.2
Evan Williams,73864,S,GB,16,6,9.4,73.7,98.2,18.4,13.5,1,0,1,2.6,12,62.0,69.0,66.0,63.7,82.4,65.3,3,43,13.0,6,1,5,80.9,28,548,558,7,34,38,2,299,69,0.6,10.7
Jonah Laulu,75763,DI,LV,17,7,4.0,50.0,1.7,6.0,3.0,0,1,1,50.0,23,63.4,40.9,78.4,52.7,34.4,31.5,0,7,23.1,3,1,1,58.3,1,7,404,6,3,2,0,7,4,1.2,7.0
Chad Muma,75818,LB,NE,6,0,6.0,100.0,89.7,26.0,26.0,0,0,0,0.0,19,60.7,67.4,75.8,54.7,70.8,79.5,0,11,0.0,0,0,0,112.5,1,26,29,0,1,1,0,11,5,0.4,11.0
Asante Samuel Jr.,76625,CB,PIT,5,0,10.4,77.8,100.0,19.6,15.2,0,0,0,0.0,25,65.0,67.2,82.6,,72.9,55.6,1,27,25.0,2,0,0,103.7,7,146,146,1,6,9,2,80,39,0.6,11.4
Erick Hallett,76631,S,TEN,3,1,9.2,80.0,91.5,11.4,9.1,0,0,1,10.0,31,54.4,53.2,79.5,36.8,65.2,56.9,0,30,23.1,3,1,1,114.6,8,97,106,3,9,10,0,115,77,1.3,14.4
Elijah Jones,76632,CB,ARZ,1,0,21.3,33.3,100.0,20.0,6.7,0,0,2,66.7,1,83.0,82.4,73.5,,67.0,76.7,0,21,0.0,0,2,0,59.0,1,20,20,0,1,3,0,21,0,1.1,21.0
Andre Cisco,76641,S,NYJ,8,2,10.4,82.4,96.0,17.7,14.6,0,0,1,5.9,22,54.5,61.3,87.3,50.0,75.7,43.6,0,28,18.5,5,1,0,152.6,14,265,276,3,20,17,3,189,106,0.8,13.5
Juanyeh Thomas,76655,S,DAL,5,1,2.3,100.0,99.4,48.0,48.0,0,0,0,0.0,9,56.0,60.0,83.4,58.8,69.0,56.5,0,16,33.3,3,0,0,143.8,3,156,157,1,5,3,1,27,20,0.2,9.0
Chamarri Conner,76662,S,KC,17,5,6.5,82.4,92.4,9.5,7.8,1,1,2,2.9,16,46.6,53.4,86.9,66.0,64.2,39.9,1,51,15.9,10,2,3,114.6,56,563,609,14,48,68,3,643,343,1.2,11.5
Tanner Ingle,76667,S,LA,1,0,,,100.0,,,0,0,0,,26,60.7,69.3,99.9,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
DJ Ivey,76670,CB,CIN,12,1,13.5,62.5,98.9,8.5,5.3,0,0,3,18.8,7,71.6,69.3,80.7,58.4,46.1,64.0,0,20,0.0,0,3,0,83.6,10,89,90,3,9,16,0,113,55,1.3,11.3
DeMarvion Overshown,76729,LB,DAL,6,5,2.8,94.4,94.6,7.6,7.2,0,0,0,0.0,9,64.5,67.4,78.5,77.7,63.4,53.9,0,29,9.5,2,0,0,121.3,17,140,148,8,14,18,1,156,112,1.2,9.2
Zaire Barnes,76766,LB,NYG,3,1,1.6,75.0,88.9,4.9,3.7,0,0,1,8.3,21,49.6,48.9,75.8,72.5,49.4,31.1,0,20,25.0,2,0,0,116.0,9,48,54,6,5,12,1,68,66,1.5,7.6
Will McDonald IV,76842,ED,NYJ,15,0,6.0,100.0,4.5,9.0,9.0,1,0,0,0.0,22,50.7,59.2,82.5,71.0,41.6,27.9,0,12,62.5,5,0,1,108.3,2,18,403,10,3,2,0,20,8,1.1,10.0
Desjuan Johnson,76850,ED,LA,6,0,,,1.4,,,0,0,0,,26,75.7,71.2,28.0,66.9,67.6,59.3,0,,0.0,0,0,1,0.0,0,1,71,3,1,0,0,0,0,0.0,
Jalen Redmond,76861,DI,MIN,17,0,,,1.9,,,0,0,0,,18,61.4,72.8,80.7,62.6,72.7,45.2,0,,28.6,2,0,1,0.0,0,7,376,9,5,0,0,0,0,0.0,
Greg Rousseau,76889,ED,BUF,16,0,6.5,50.0,6.6,23.0,11.5,0,0,0,0.0,4,57.9,86.4,80.8,77.2,83.0,70.2,0,14,50.0,3,0,1,72.9,1,26,394,7,3,2,0,14,0,0.6,14.0
Travis Jones,76914,DI,BLT,16,0,,,3.8,,,0,0,0,,3,60.2,80.1,88.5,66.0,82.8,50.8,0,,50.0,1,0,0,0.0,0,19,497,5,1,0,0,0,0,0.0,
Logan Hall,76919,DI,TB,17,0,,,1.4,,,0,0,0,,30,63.2,66.8,40.6,65.5,66.0,34.6,0,,45.5,5,0,4,0.0,0,5,366,5,6,0,0,0,0,0.0,
Moro Ojomo,76927,DI,PHI,17,0,,,0.2,,,0,0,0,,24,72.0,72.9,78.1,70.3,64.5,29.0,0,,66.7,2,0,1,0.0,0,1,455,6,1,0,0,0,0,0.0,
Karl Brooks,76941,DI,GB,15,1,-5.0,100.0,1.5,6.0,6.0,0,0,0,0.0,12,59.8,47.4,62.8,58.7,40.6,60.7,0,3,40.0,2,0,2,79.2,1,6,394,3,2,1,0,3,8,0.5,3.0
Braden Fiske,76958,DI,LA,17,0,,,0.8,,,1,0,0,,26,70.1,58.7,60.4,64.8,45.7,28.7,0,,83.3,5,0,2,0.0,0,3,368,4,1,0,0,0,0,0.0,
Alim McNeill,76996,DI,DET,10,0,,,0.9,,,1,0,0,,11,60.2,52.2,46.8,61.4,47.3,28.3,0,,,0,0,3,0.0,0,3,321,0,0,0,0,0,0,0.0,
Shaka Heyward,77120,LB,CIN,3,1,3.0,0.0,80.0,,16.0,0,0,0,0.0,7,69.1,55.1,76.4,55.1,45.0,77.3,0,,0.0,0,0,0,39.6,0,16,20,0,1,1,0,0,0,0.0,
Payton Wilson,77127,LB,PIT,17,14,4.2,86.5,85.2,9.1,7.9,0,0,0,0.0,25,48.5,53.6,85.9,61.5,60.4,64.6,1,33,14.1,11,0,2,104.3,45,439,515,18,53,52,2,410,259,1.0,9.1
Zaven Collins,77190,ED,ARZ,17,2,3.8,71.4,32.1,10.4,7.4,0,0,1,7.1,1,59.0,71.5,72.9,69.8,71.8,38.8,0,41,35.7,5,0,1,86.0,10,111,346,5,7,14,0,82,67,0.8,8.2
Nik Bonitto,77196,ED,DEN,17,0,2.0,83.3,14.0,13.0,10.8,0,0,0,0.0,10,63.1,77.5,22.6,84.9,61.3,33.1,0,14,41.2,7,0,7,96.5,5,68,484,22,10,6,0,43,27,0.7,8.6
Joseph Ossai,77205,ED,CIN,14,3,4.0,100.0,8.3,4.7,4.7,2,0,0,0.0,7,57.4,64.0,32.0,62.5,70.6,47.1,0,16,30.8,4,0,5,143.8,7,34,409,8,6,7,1,63,35,1.9,9.0
Jarrick Bernard-Converse,77841,CB,NYG,3,0,,,100.0,,,0,0,0,,21,66.0,69.9,71.9,,68.4,76.5,0,,0.0,0,0,0,0.0,0,5,5,1,1,0,0,0,0,0.0,
Tre'von Moehrig,77847,S,CAR,16,7,5.8,79.7,90.8,9.6,7.6,1,0,2,3.1,5,55.3,64.3,67.4,77.4,73.7,56.6,1,30,20.3,13,2,2,90.3,51,512,564,22,44,64,1,383,179,0.8,7.5
Ar'Darius Washington,77848,S,BLT,4,0,7.2,100.0,88.5,7.2,7.2,0,0,0,0.0,3,45.1,58.7,76.6,91.6,73.6,52.4,0,31,25.0,1,0,0,118.8,6,46,52,3,3,6,0,104,61,2.4,17.3
Derion Kendrick,78022,CB,LA,7,0,9.6,50.0,94.1,12.7,6.4,0,2,3,21.4,26,74.7,72.8,78.5,51.9,62.6,60.0,2,9,14.3,1,3,0,16.7,7,95,101,1,6,14,0,36,36,0.4,5.1
Alec Pierce,78038,WR,IND,1,0,41.0,0.0,100.0,,1.0,0,0,1,100.0,14,60.0,60.0,62.6,,,,0,,,0,1,4,39.6,0,1,1,0,0,1,0,0,0,0.0,
Shemar Bartholomew,78995,CB,GB,1,0,-1.0,100.0,100.0,18.0,18.0,0,0,0,0.0,12,61.1,58.7,76.4,,51.6,29.2,0,8,100.0,1,0,0,100.0,1,20,20,0,0,1,0,8,9,0.4,8.0
Cobie Durant,79126,CB,LA,17,5,12.1,58.6,99.4,11.7,6.8,1,0,5,7.1,26,66.9,66.3,88.1,53.5,57.1,57.0,3,38,10.0,4,3,2,85.6,41,506,509,7,31,70,5,483,158,1.0,11.8
Christian Benford,79181,CB,BUF,14,3,13.8,59.2,97.9,15.0,8.9,1,0,2,4.1,4,55.0,67.8,63.5,98.1,89.5,70.1,2,40,9.4,3,1,3,97.2,29,462,472,9,26,49,5,339,70,0.8,11.7
